 79 | (73 16 95 14 ) | 37
 28 | (28 90 12 52 ) | 13
 68 | (90 96 31 15 ) | 100
  9 | ( 9 62 69 31 ) | 35
 49 | (63 75 19 58 ) | 98
 93 | (17 86  9 99 ) | 95
 13 | (49 80 44 98 ) | 12
 12 | (73 91 95 44 ) | 29
 62 | ( 4 56 36 13 ) | 30
 71 | ( 7 67 27 28 ) | 88
  7 | (54 58 78 84 ) | 76
 90 | (31 93 30 46 ) | 8
 32 | (60 75 20 60 ) | 24
 15 | (99 39 98 58 ) | 25
 88 | (95 68 71 50 ) | 19
 61 | (95 60 65 53 ) | 45
  3 | ( 2 25 59 87 ) | 80
 75 | (98 56 49 20 ) | 64
 85 | (94 20  3  9 ) | 78
 53 | (29  5  3 71 ) | 18
 31 | ( 9 76  8 97 ) | 12
 41 | (55  7 19 44 ) | 67
 98 | (99 19 56 74 ) | 96
 59 | (80 43 81 56 ) | 23
 51 | (97 12 21 80 ) | 25
  2 | (43 39 63 80 ) | 96
 12 | (81 95 63 20 ) | 47
 99 | (79 74 34 12 ) | 26
  9 | (88 19 36 38 ) | 22
 36 | (47  3 78 26 ) | 50
 66 | (23 89 98 13 ) | 86
 90 | ( 3  2 31 26 ) | 11
 97 | (58 70 56 62 ) | 26
 57 | (20  7 22 74 ) | 21
 85 | (73 16 66 15 ) | 91
 46 | (53 25 52 24 ) | 23
 98 | (58  9 84 21 ) | 9
 95 | (31 53 41 58 ) | 32
 36 | (96 70 79 70 ) | 89
 78 | (16 54 78 91 ) | 55
 11 | (16  6 83 60 ) | 2
 82 | ( 2 87  6 52 ) | 13
 82 | ( 4 96  5 64 ) | 2
 26 | (32 85 16 59 ) | 24
  4 | (23 26 55  9 ) | 64
  6 | ( 2  3 78 37 ) | 66
 44 | (12 27 73 82 ) | 57
 29 | (74 11  8 97 ) | 71
 99 | (74 59 77 42 ) | 60
 91 | (21 20 41 11 ) | 56
 40 | (92 17 79  6 ) | 67
 55 | (13 50 95 44 ) | 29
 36 | (79  8 47 25 ) | 40
 26 | ( 1 74  3 14 ) | 75
  5 | (44  7 96 76 ) | 89
 12 | (49 20 18 43 ) | 15
 39 | (10 22 25 46 ) | 52
  4 | (37 10  5 64 ) | 22
 60 | (31  5 64  3 ) | 98
 72 | (92  3 86 22 ) | 74
 81 | (90 86 90  8 ) | 92
  3 | (61 67 87 29 ) | 98
 45 | (41 20 99  7 ) | 80
 98 | (41 40  1 71 ) | 66
 75 | (50  6 67 20 ) | 70
 91 | (22 30 44 18 ) | 94
 77 | (98 92 10 60 ) | 39
  5 | (34 66 36 14 ) | 94
 83 | (61 30 42 73 ) | 58
  8 | (68 55 53  6 ) | 99
 71 | (79 15 90 15 ) | 86
 62 | (62 77 94 30 ) | 81
 46 | (13  5 35 38 ) | 8
 90 | (56 81 24 80 ) | 96
 43 | (73 99 23 94 ) | 100
 73 | (41 82 42 58 ) | 64
 41 | (89 63  5 76 ) | 63
 80 | (21 28 25  3 ) | 89
  6 | (82 81 23 10 ) | 15
100 | (11 75 29 79 ) | 41
 16 | (24 88 95 91 ) | 87
 22 | (20  6 99 93 ) | 55
 33 | (78 59 44 27 ) | 70
 63 | (51 82 32 20 ) | 36
 47 | (69 90 80  3 ) | 51
 88 | (31 96 49 20 ) | 32
 50 | (60 93  3 87 ) | 30
 43 | (64 93 33 45 ) | 31
 76 | (68 53 41 46 ) | 62
 85 | (14 63 75  7 ) | 38
 51 | (42 69 42 29 ) | 79
 60 | (57  9 94 18 ) | 30
 27 | (82 27 26 47 ) | 24
 62 | (96 30 48  5 ) | 64
 52 | (50  7 55 97 ) | 75
 60 | (36  6 86 37 ) | 38
 47 | (26 67 84 79 ) | 64
  5 | (54 29 23 89 ) | 85
 88 | (98 84 70 56 ) | 31
 94 | (62  5 18 66 ) | 17
 94 | (91 44 13 43 ) | 74
 74 | (50 37 45 84 ) | 39
 80 | (58 41  3 88 ) | 72
 76 | (48 23 12 85 ) | 94
 50 | (96 40 27 46 ) | 85
  2 | (10 77  9 16 ) | 73
 88 | ( 5 20 62 18 ) | 87
 66 | (83 30 67 75 ) | 16
 99 | (47 56 64 77 ) | 57
 71 | (34 36 95 94 ) | 94
 61 | (62 86 13 38 ) | 2
 29 | (26 24 30 42 ) | 82
 11 | (24 65 61 19 ) | 69
 78 | (16 92 22 98 ) | 27
  6 | (29 90 59 26 ) | 85
 37 | (35 65 27  6 ) | 51
  6 | (39 10 78 55 ) | 4
 26 | (86 95 71 62 ) | 39
 87 | (70 97 67 63 ) | 25
 24 | (75 23 74 95 ) | 30
 27 | (86 39 72 65 ) | 98
 63 | ( 2 20 59  7 ) | 55
 98 | (47 47 23 31 ) | 76
 54 | (54  2 28 38 ) | 89
 74 | (12 52 74 65 ) | 71
 73 | (14 92 64 65 ) | 43
  1 | ( 3 72 64 75 ) | 22
 19 | (66 51 81 28 ) | 9
 48 | (59 21 92 83 ) | 25
 82 | (31 69 40 64 ) | 10
 66 | (33 58 13 48 ) | 25
 97 | (56 89 23  8 ) | 59
 11 | (18 22 33 91 ) | 84
 56 | (33 54 94 24 ) | 81
 52 | (97 74 66 30 ) | 67
  8 | (69 60 32  3 ) | 31
 99 | (51 53 70 16 ) | 93
 50 | (23 73 92 23 ) | 43
 32 | (73 56 25 38 ) | 58
 32 | (39 23 87 34 ) | 55
 99 | (25 19 16 37 ) | 37
 75 | (24 90 46 30 ) | 96
  2 | (86 50 80 46 ) | 6
 32 | (74 71 86 64 ) | 83
 54 | (76 80 31 68 ) | 89
 50 | (95 44 36 65 ) | 60
 14 | (57 41 15 51 ) | 68
 69 | (39 27 38 34 ) | 1
 51 | (59 32 43 82 ) | 16
 77 | (14 73 85 71 ) | 28
 75 | (73 61 69 62 ) | 31
 31 | (33 51 12 67 ) | 65
  6 | (12 84 64 89 ) | 25
 37 | ( 5 15 74 80 ) | 14
 79 | (36 32 40 12 ) | 26
  6 | (79 45 46 76 ) | 73
 70 | (42 49 56 91 ) | 4
 52 | (27 10 89 63 ) | 64
 94 | (29 40  7 85 ) | 90
 73 | (53 99 73 13 ) | 4
 41 | (46 93 36 87 ) | 53
 48 | (73 93 75 86 ) | 17
 12 | (68 64 53 49 ) | 7
 66 | (64 85  9 64 ) | 85
 44 | (24 45 65 24 ) | 61
  3 | ( 2 29 59 41 ) | 52
 96 | (54  2 42 15 ) | 26
 10 | (99 15 34  6 ) | 28
 29 | (24 86 47 66 ) | 43
 94 | (34 48 46 54 ) | 55
  3 | ( 2 49 34 40 ) | 82
 53 | (19 17 97 99 ) | 98
 95 | (17 82 90 21 ) | 16
 50 | (21 40  4 32 ) | 68
 38 | (26 32 37 67 ) | 63
 52 | ( 8 49 59 21 ) | 8
 66 | (67 25 26 50 ) | 28
 50 | (54 23 18 82 ) | 16
 92 | ( 4 37 39 86 ) | 16
 84 | (78 74 17 26 ) | 91
 53 | (74 87 66  4 ) | 6
 19 | (71 92 25 51 ) | 18
 50 | (56 54 84 28 ) | 15
 89 | (92 58 11 52 ) | 51
  7 | (52 49 13  1 ) | 23
 59 | (81 27 40  2 ) | 59
 40 | (20 57 36 83 ) | 56
 48 | (44 78 88 73 ) | 15
 99 | (15 65 76 18 ) | 56
 31 | (62 84 23 46 ) | 87
 22 | (24 38  3 30 ) | 15
 41 | (36 39 76 92 ) | 10
 64 | (79 70 94 56 ) | 31
  3 | (67 69 50 34 ) | 89
 68 | (79 57  3 82 ) | 65
 22 | (36 16 33 56 ) | 39
 58 | ( 8 19 61 39 ) | 1
 89 | ( 2 40 17 25 ) | 57
 34 | (46 16 31 71 ) | 82
 39 | (27 59 75 84 ) | 12
 80 | (73 94 43 24 ) | 80
 46 | (85  2 69 14 ) | 28
  6 | (56 96 50 58 ) | 19
100 | ( 5 87 21 89 ) | 60
 29 | (50 94  9 10 ) | 49
 17 | ( 2 42 78 20 ) | 25
 49 | ( 6 76 68 18 ) | 39
 80 | (88  8 37 79 ) | 48
  8 | (53 12 47 55 ) | 29
 10 | (64 48 18 78 ) | 64
 11 | (80 31 78 31 ) | 81
 40 | (90 71 75  4 ) | 80
 48 | (52 84 90 34 ) | 83
 29 | (91 89 24 76 ) | 66
 80 | (83 32 28 48 ) | 71
  9 | ( 9  2 52 76 ) | 94
  5 | (35 77 51 19 ) | 7
 13 | (97 56 86 17 ) | 77
 12 | (25 66 85 59 ) | 75
 40 | (46  7 28 34 ) | 6
 49 | (29 47 87 13 ) | 35
 15 | (86 88 49 58 ) | 47
 37 | (80 77 39 26 ) | 16
 91 | (16 50 11 47 ) | 92
 17 | (77 39 25 27 ) | 87
 33 | (55 70 75 40 ) | 3
 60 | (37 73 70  3 ) | 24
 23 | (34 55 60 34 ) | 4
 46 | (47  4 82 56 ) | 76
 87 | (30 74 92 51 ) | 28
 48 | (33 81 46 56 ) | 46
 58 | (74 76 29 44 ) | 68
 49 | (49  7 63  1 ) | 75
  6 | (83 64 12 98 ) | 27
 43 | (67 57 37  4 ) | 84
 81 | (30 27 81 20 ) | 79
 72 | (15 95 46 20 ) | 37
  1 | (46 15 22 38 ) | 40
 64 | (66 15 75 64 ) | 29
 37 | (62 79 54 76 ) | 24
 35 | (34 46 29 38 ) | 41
 86 | ( 8 13 68 50 ) | 23
100 | (65 18 17 26 ) | 70
 19 | (86 44 49 70 ) | 77
 68 | (64 95 78 33 ) | 63
 16 | (90 44 47 39 ) | 95
 94 | ( 7 34 72 19 ) | 72
 18 | (50 79 97 77 ) | 95
 60 | (25 80 60 95 ) | 9
 96 | ( 7 52 15 88 ) | 17
 91 | (56 17 86 11 ) | 27
 18 | (61 28 73  9 ) | 88
 52 | ( 5 26 73 65 ) | 92
 74 | (80 62 23  9 ) | 85
 27 | (88 65 25  4 ) | 74
 84 | (51  1 42 20 ) | 38
 74 | (65 78 41 10 ) | 55
 23 | ( 4 31 94 44 ) | 58
 11 | (12 40 17 42 ) | 40
 51 | (19 76 29 72 ) | 29
 14 | (13 40 50 66 ) | 48
 58 | (67 12 85 49 ) | 16
 37 | (79 75 52 53 ) | 31
 66 | (29 44 78  4 ) | 76
 54 | (47 27 58  1 ) | 41
 98 | (24 53 72 64 ) | 48
 52 | (18 77 60 25 ) | 6
 53 | ( 8  5 33  7 ) | 92
  3 | (28 24 67 75 ) | 24
 84 | (21 42 58 27 ) | 57
 42 | (75 92 60 61 ) | 59
 68 | (52  3 46 14 ) | 55
 62 | (42 47 45 55 ) | 16
 39 | (60 53 30 60 ) | 59
 88 | (42 63 58 50 ) | 89
100 | (50 54 63 14 ) | 22
 33 | (12 82 74 78 ) | 77
 46 | (34  7 66 36 ) | 82
 66 | (49 36 93  4 ) | 53
 70 | (78 65 13 20 ) | 5
 88 | (91 68 38 56 ) | 15
 22 | ( 6 92 95 96 ) | 47
 25 | ( 1 36 96 52 ) | 11
 58 | (16 10 15 28 ) | 25
 77 | (62 63 19 70 ) | 64
 66 | (68 28 23 68 ) | 44
  8 | (57 61 23 60 ) | 73
 70 | (86 77 46 43 ) | 47
 68 | ( 2 13 42 45 ) | 9
 89 | ( 3 16 36 17 ) | 43
 40 | (47 66 35 29 ) | 8
  1 | (57 37 66 13 ) | 1
 84 | (19 76 76 52 ) | 100
 33 | (60 85 93 17 ) | 22
 29 | (50 57 37 46 ) | 25
 77 | (63 87 56 49 ) | 35
 57 | (86 93 30 90 ) | 46
 35 | (50 62 19 48 ) | 14
 91 | (65 74 61 38 ) | 53
 78 | (23 72 29 35 ) | 50
 72 | (56 78 99 42 ) | 13
 40 | (39 37 34 77 ) | 79
 70 | (83 72 80 22 ) | 14
 65 | (43 59 48 32 ) | 34
 59 | ( 3 16 68 34 ) | 21
 63 | (14 58 92 76 ) | 57
 51 | (96 14 33 42 ) | 23
 67 | (71 19 78 74 ) | 74
  7 | (24 62 62 18 ) | 62
 53 | (40 61 87 17 ) | 55
 78 | (28 64 77 19 ) | 79
 44 | (84 67 28 79 ) | 90
  1 | (16 37 25 88 ) | 63
 45 | (18  8 47 87 ) | 90
 18 | (90 42 10 89 ) | 16
 53 | (81 26 28 70 ) | 82
 98 | (82 30 97 97 ) | 70
 54 | (76 91 23 28 ) | 97
 32 | (15 15  2 56 ) | 92
 67 | (43 72 55 29 ) | 56
 20 | (50 95  1  9 ) | 50
 20 | (21 77 50 13 ) | 1
 73 | (84 52 19 35 ) | 97
 29 | (89 23 43 54 ) | 45
  7 | (33 86 11 42 ) | 14
 72 | (68 67 50  7 ) | 61
 36 | (57 97 47 39 ) | 91
 58 | (69 87 52 22 ) | 78
 61 | (56 85 70 22 ) | 53
 83 | (72 24 83 58 ) | 46
 14 | (32 77 57 97 ) | 68
 30 | (56 18 53 42 ) | 7
 67 | (93 40 55 88 ) | 97
 56 | (56 55 44 87 ) | 11
 82 | (51 68 26 51 ) | 66
 77 | (84 11 55  5 ) | 37
 25 | (31 50 77  9 ) | 61
 92 | (61 36  4 48 ) | 40
 82 | (60 42 90 93 ) | 50
  8 | (55 73 80 66 ) | 66
 75 | (81 48 44 42 ) | 1
 96 | (46 54 26 80 ) | 97
 72 | (27 33 70 65 ) | 22
 40 | (49 67 66 52 ) | 74
 43 | (66 89 69 97 ) | 61
 71 | (35 55 22 79 ) | 67
  3 | (95 94  9 22 ) | 61
  5 | (42 29 21  2 ) | 71
  5 | ( 2 49 34 78 ) | 16
 14 | (71 65 50  7 ) | 60
  8 | (40  6 61 80 ) | 80
 77 | (65 26 35 13 ) | 45
 88 | (20 63 93 63 ) | 21
 83 | ( 7 33 67 90 ) | 34
  9 | (24 65 45  1 ) | 71
 83 | (65 52 87 91 ) | 81
 39 | (47  6 70 21 ) | 83
 87 | (34 18 38 24 ) | 75
 14 | (63 63 60  9 ) | 66
 93 | (76 20 37 68 ) | 84
 14 | ( 6 79 62 91 ) | 67
100 | (40  7 94 83 ) | 32
 84 | (34  6 10  3 ) | 27
 15 | (68 69 85 89 ) | 63
 30 | (73 26 12 19 ) | 3
 84 | (16 38 91 12 ) | 20
 77 | (97 39 72 15 ) | 70
 95 | (60 46 30 13 ) | 99
 57 | (95 15 15  1 ) | 72
  1 | (27 28 87 55 ) | 73
 52 | ( 7 45  7 71 ) | 94
 59 | (55 90 13 38 ) | 6
 11 | ( 6  5 89 24 ) | 36
 83 | (17 59 40 15 ) | 37
 38 | (23 65 93 24 ) | 41
 90 | (75 87  8 35 ) | 35
 63 | (11 22 47 83 ) | 75
 54 | (15 53 91  5 ) | 53
  2 | (89  7 37 85 ) | 59
 80 | (97 88 32 50 ) | 96
 49 | (46 87 91 60 ) | 23
 18 | (26 52 65 14 ) | 92
 71 | (43 80 99 39 ) | 76
 86 | (98  5  8 21 ) | 97
 82 | (33 23 81 71 ) | 75
 82 | (47 17 39 74 ) | 11
 97 | (40 63 38 72 ) | 85
 76 | (98  3 55 10 ) | 40
 84 | (71 46 90  1 ) | 71
 70 | (32 78 37 14 ) | 65
 64 | (31 42 24 29 ) | 82
 47 | (88 54 72 41 ) | 50
 60 | (85 55 27 68 ) | 40
 29 | (55 71 53 80 ) | 63
 57 | (55  8 30 94 ) | 40
 55 | (35 56 39 48 ) | 84
 70 | (48  6 41 50 ) | 96
  4 | (47 32  5 37 ) | 52
  4 | (19 32 67 73 ) | 26
  7 | (93 94 60 44 ) | 65
 57 | ( 6 72 97 47 ) | 61
 38 | (37 73 79 93 ) | 56
 65 | (87 83 63 16 ) | 15
 68 | (79 55 64 99 ) | 21
 93 | (88 95  7 12 ) | 28
 62 | ( 8  1  8 97 ) | 63
 39 | (67 33 87  2 ) | 33
 91 | (72 13  2 47 ) | 2
 67 | (74 64 40 91 ) | 50
  1 | (17 55 27 22 ) | 49
 93 | (59 12 40 39 ) | 22
 61 | (20 65 88 31 ) | 24
 90 | (48 85 40 98 ) | 14
 66 | (41 85  8 48 ) | 34
 80 | (22  8 27 13 ) | 9
 61 | (42 41 47 22 ) | 21
 89 | (54 99 45 41 ) | 43
  1 | (71 52 86 64 ) | 75
 87 | (64 63 49 34 ) | 60
 22 | (95 11 32 25 ) | 51
 34 | ( 2 35 47 26 ) | 81
 85 | (50 25 25 69 ) | 74
 60 | (20 16 29 28 ) | 94
  2 | (95 11 48 44 ) | 88
 35 | (35 56  7 50 ) | 43
  2 | (31 68 78 93 ) | 44
 33 | (90 46 41 50 ) | 37
 37 | (30  5 24 76 ) | 8
 48 | (11 62 78 20 ) | 88
 88 | (16 51  5 12 ) | 16
 13 | (49 70 77 56 ) | 96
 56 | (20 92 54 60 ) | 95
 26 | (75 38 67 85 ) | 29
 55 | (56 28 26 12 ) | 36
 92 | (33 87 77 54 ) | 44
 12 | (24 72  9 69 ) | 76
 40 | (84 45 99 59 ) | 8
 66 | (70 24 52 30 ) | 86
 31 | (93 67 24  9 ) | 97
 81 | (72 67 48  3 ) | 90
 73 | (72 50 44  7 ) | 81
 76 | (98 75 84 55 ) | 59
 86 | (47 57 47 30 ) | 5
 36 | (66 46 89 28 ) | 63
 48 | (77 51 44 17 ) | 3
 50 | (22  6 81 54 ) | 38
 29 | (28  3 35 60 ) | 83
 70 | (22 24 95 96 ) | 88
  5 | (73 29 69 45 ) | 46
 36 | ( 6 11 37  2 ) | 72
 81 | (88 74 17 39 ) | 91
  6 | (19 17  3 70 ) | 30
 46 | (31 25 14 28 ) | 57
 24 | (23 57 39  7 ) | 12
 72 | (45  6 37 12 ) | 23
 52 | (16 52 74 30 ) | 17
 95 | (21 88 20 92 ) | 5
 11 | (26 96 83 29 ) | 86
 60 | (15 32 92 69 ) | 95
  5 | (54  4 78 95 ) | 51
 51 | (57 11 58 77 ) | 30
 41 | (28 71 19 33 ) | 31
 61 | (73 97 75 89 ) | 34
  9 | (97 84 13  5 ) | 24
 49 | (26  2  5 80 ) | 83
 52 | (73 19 28 96 ) | 50
 48 | (94  9 62  7 ) | 86
 98 | (75 37 94 11 ) | 42
 92 | (30 63 47 15 ) | 90
 29 | (18 22 17 47 ) | 51
 10 | (11 12 55  3 ) | 7
  6 | (11 44  5 29 ) | 73
 40 | (53 51 50 96 ) | 62
 35 | (55 67 96  3 ) | 82
 15 | (69 86 15 66 ) | 1
 85 | (27 20 76 29 ) | 7
 35 | (41 92 20 96 ) | 71
 11 | ( 1 94  1 35 ) | 79
 53 | (19 82 14 71 ) | 53
 13 | (41 29 53 83 ) | 87
 38 | (29  4 70 57 ) | 32
 51 | (71 90 92 83 ) | 19
  5 | (39 57 68 45 ) | 88
 41 | (18 54 57 50 ) | 92
 54 | (94 33 87 55 ) | 29
 84 | (21 43 69 80 ) | 43
 71 | (63 29 67 18 ) | 12
 99 | ( 9 38 26 48 ) | 94
 68 | (38 89 57 68 ) | 1
 48 | (99 97 13 85 ) | 7
 63 | (21  7 15 94 ) | 5
 63 | (21  4 36 69 ) | 82
 26 | (22 58 81  2 ) | 95
 89 | (59  3 41 75 ) | 83
  1 | (88 63 82 72 ) | 44
 39 | (70  1 23 62 ) | 53
 96 | (36  5 84 96 ) | 88
 53 | (17 72 41 17 ) | 2
 54 | (31  1 60  2 ) | 92
 37 | (56 56 73 84 ) | 92
 97 | (49 31 47 56 ) | 18
  8 | (33 91  6 43 ) | 49
 49 | (19 26 20 86 ) | 40
 65 | (52 61 60 46 ) | 88
 36 | (34 68 58 96 ) | 30
 14 | (12 50 41 83 ) | 23
 43 | (67 30  6 86 ) | 38
 32 | (48  9 17 88 ) | 82
 40 | (38 16 37 29 ) | 69
 71 | (14 61 74 11 ) | 6
 68 | (36 93 17 65 ) | 56
 58 | (64  8 10 69 ) | 74
 72 | (88 65 80 71 ) | 12
 50 | (53 53 52 22 ) | 23
 41 | ( 3 51 52 56 ) | 68
 54 | (83 97 58 16 ) | 66
 72 | ( 3 53 34 17 ) | 23
 83 | (81 23 18 56 ) | 1
 77 | (31 47 19 38 ) | 94
 89 | (16 17 38 41 ) | 75
 31 | (37 28 20 90 ) | 16
 90 | (29 12 27 29 ) | 92
 24 | (98 83 34 73 ) | 16
 20 | (89 69 65 87 ) | 5
 11 | (36 14 47 72 ) | 31
  2 | (80 90 60 75 ) | 41
 95 | (19 70 61  8 ) | 24
 35 | (82 50 16 62 ) | 34
 53 | (42 54 84 47 ) | 56
 10 | (40 63 25 10 ) | 23
 35 | (66 82 14 69 ) | 79
 95 | (17 17 94 71 ) | 98
 39 | (69 16 96 80 ) | 50
 28 | (37 70 44 80 ) | 13
 82 | (85 36 97 35 ) | 91
  1 | (68 14 59 81 ) | 86
 57 | (53 51 43 57 ) | 40
 22 | (68 84 46 37 ) | 14
 66 | (14 74 22 33 ) | 51
  6 | (73 57 65 75 ) | 72
 17 | (45 52 68 12 ) | 26
 16 | (13 78 53 14 ) | 35
  6 | (48 67 76 40 ) | 35
 98 | (56 28 21  2 ) | 12
 84 | (73 51 87 59 ) | 79
 98 | (89 22 76 61 ) | 65
 68 | (79 53 53 31 ) | 74
 73 | (86 43 55 17 ) | 32
 79 | (75  3 21  4 ) | 43
 67 | ( 1 48 97 29 ) | 96
 42 | ( 7 34 53 83 ) | 21
 81 | (64 79 46 94 ) | 63
 23 | (25 54 18 73 ) | 22
 11 | (83 79 38 15 ) | 20
 81 | (71 28 36 86 ) | 23
 18 | (47 98 29 34 ) | 11
 97 | (61 56 26 97 ) | 33
 50 | (80 71 10 54 ) | 96
 81 | (72 65 60 73 ) | 43
 50 | (46  1 81 56 ) | 78
 91 | (95 92 38 56 ) | 54
100 | (59 46 29 15 ) | 81
 63 | (66 33 81 68 ) | 27
 67 | (80 94 45 34 ) | 91
 66 | (12 57 40 37 ) | 20
 16 | (83  2 17 31 ) | 67
 11 | (68 45 19 94 ) | 66
 80 | (57 19 56 51 ) | 60
 11 | (92 82 89 46 ) | 29
 65 | (83  7 46 79 ) | 82
 65 | (70 74  3 16 ) | 21
 21 | (59 44 51 39 ) | 90
 60 | (67 57 89  9 ) | 77
 17 | (57 54 18 59 ) | 65
 24 | (37 45 78 89 ) | 56
 11 | (75 51 44 95 ) | 90
 88 | (42 89  4 62 ) | 1
 21 | (32 20 25 35 ) | 100
